,Production,Activity ($millions),GWP (tons CO2e),Employee Compensation ($millions),Taxes ($millions),Surplus ($millions),Total VA,NOX emissions (tons),SO2 emissions (tons),PM2.5 emissions (tons),VOC emissions (tons),NH3 emissions (tons),Deaths,Total PM2.5 WhiteNoLat mortalities,Total PM2.5 Latino mortalities,Total PM2.5 Black mortalities,Total PM2.5 Asian mortalities,Total PM2.5 Native mortalities,Total PM2.5 Other mortalities,Total PM2.5 TwoXPov mortalities,Total PM2.5 Poverty mortalities,PrimaryPM2_5 TotalPop mortalities,pSO4 TotalPop mortalities,SOA TotalPop mortalities,pNO3 TotalPop mortalities,pNH4 TotalPop mortalities,TotalPop direct mortalities,WhiteNoLat direct mortalities,Latino direct mortalities,Black direct mortalities,Asian direct mortalities,Native direct mortalities,Other direct mortalities,TwoXPov direct mortalities,Poverty direct mortalities,Race_EJ,Income_EJ
Services to buildings and dwellings,99986,1000,490727.8712,628.0393117,56.4021514,310.0135145,994.4549777,930.9749363,719.2454241,107.8469431,872.3322373,50.56868408,6.905946224,4.107709557,1.116504544,1.193400003,0.320707198,0.027268531,0.14035639,4.365326395,1.076624278,2.167225705,3.00921207,0.755165379,0.847176838,0.127155014,0.781545748,0.43268636,0.151636352,0.129738616,0.047675291,0.002740281,0.017068849,0.510872555,0.114453944,0.000428339,0.000214593
Other support services,36470,1000,236935.2922,551.059702,33.16534332,411.165454,995.3904993,635.3453825,615.3684755,65.3003407,203.3597389,32.23694545,5.362850221,3.347676388,0.624072108,1.060425301,0.206478567,0.017767398,0.10643046,3.390116678,0.84210495,1.250841178,2.845681583,0.204127997,1.020678884,0.041505406,0.062883216,0.044062862,0.005637352,0.008993817,0.002828157,0.000100373,0.001260655,0.043013628,0.008131609,0.000109901,0.000180088
Waste management and remediation services,60528,1000,2569727.106,590.2538624,39.50760286,371.2648419,1001.026307,1732.803795,816.0671274,228.3947454,940.7482504,139.1890555,11.59550691,7.047300665,1.599790174,2.112601035,0.555941054,0.039208285,0.240665694,7.432777789,1.777429445,4.163731587,3.31585163,1.150517961,2.01624138,0.949120641,5.930337619,3.596335529,0.853672972,1.009077768,0.32410512,0.019860041,0.12728619,3.877289712,0.873195584,0.000507216,0.000240564
Elementary and secondary schools,32225,1000,373930.2708,727.1298385,61.78945521,207.5713565,996.4906502,707.1388479,723.0965875,84.06413341,206.1288829,123.1805434,5.856478348,3.713633434,0.717341012,1.048884662,0.239061339,0.020516194,0.117041707,3.75199404,0.888061594,1.425718555,3.321798459,0.193733949,0.859706315,0.055513798,0.107719968,0.067939381,0.017053657,0.014016349,0.005923022,0.000281464,0.002506095,0.068938635,0.016892375,3.84E-05,0.000100899
"Colleges, universities, and junior colleges",123795,1000,767885.8422,725.3724516,44.42364844,226.6016206,996.3977206,1312.854546,1777.571313,178.5487215,365.3442193,301.8427212,12.75691458,8.210195825,1.505416104,2.20375301,0.537993729,0.043294841,0.256261069,8.246275832,1.891853348,2.956787723,7.939602909,0.327342909,1.41086578,0.122288227,1.595237965,1.035121652,0.194331919,0.241203582,0.086392726,0.004033483,0.034154603,1.042605666,0.231607436,-8.70E-05,8.74E-05
Other educational services,41104,1000,194254.1932,607.0827942,30.00154571,357.1385157,994.2228556,499.7021076,400.4168497,52.91998745,169.3725901,19.51480915,4.025447919,2.447761791,0.509111871,0.811245964,0.162717526,0.013461733,0.081149034,2.51769348,0.65032528,1.194585523,1.785208061,0.173536101,0.834311272,0.0377958,0.090579279,0.059957953,0.012290274,0.011509591,0.004359152,0.000272198,0.002190111,0.056736089,0.015158723,0.000174318,0.000189587
Home health care services,47359,1000,235326.1486,772.7383393,20.41827218,203.6692174,996.8258289,457.6204059,424.7434755,55.68540258,184.8629705,44.34210671,3.763680292,2.341391098,0.489504394,0.685578379,0.158253318,0.013257616,0.075695487,2.393753682,0.581601813,1.041955188,1.93034551,0.17860767,0.571197983,0.041570486,0.004395186,0.001745186,0.001445821,0.000692672,0.000387787,1.03E-05,0.000113463,0.002643154,0.000787577,8.85E-05,9.80E-05
"Offices of physicians, dentists, and other health practitioners",381001,1000,156718.9996,681.3040825,27.86759048,286.352166,995.523839,407.3224706,396.4993236,44.65318206,157.0213197,23.31648279,3.408983008,2.137443237,0.421830772,0.63184181,0.137895698,0.011701821,0.06826967,2.164853569,0.52887163,0.841278194,1.827527769,0.170250027,0.538665009,0.031258713,0.014121052,0.010507401,0.001259348,0.001311947,0.000708154,5.08E-05,0.000283364,0.009583617,0.001827532,5.65E-05,9.51E-05
Healthcare and social assistance,117635,1000,243250.0924,691.293824,28.39754098,275.8939076,995.5852726,557.5777043,549.8580438,63.80632006,193.465464,40.56831351,4.769822915,2.967796274,0.596677627,0.90043222,0.193131032,0.016401485,0.095384277,3.022974666,0.744077945,1.216295432,2.52324728,0.195814964,0.788783092,0.045674978,0.028749134,0.011911483,0.008034847,0.005398864,0.002538646,6.32E-05,0.000802131,0.017902982,0.004960082,0.000111427,0.000145288
Hospitals,471640,1000,365707.5649,743.9338788,31.00357873,221.1422651,996.0797226,733.3028002,840.7799253,103.4302447,239.9891112,197.6481319,6.782294039,4.300678256,0.833366026,1.206153579,0.282154907,0.023765914,0.136175356,4.350060105,1.02663588,1.718402887,3.868663024,0.234702643,0.898545236,0.061971545,0.272782204,0.15889452,0.040048258,0.050642043,0.016446457,0.00064435,0.006106576,0.173533341,0.043742015,4.45E-05,0.000110302
Nursing and residential care facilities,132154,1000,365807.7738,750.7361239,37.86240412,207.9733512,996.5718792,690.5734685,908.579421,109.8922285,191.0362695,324.2957868,7.060100434,4.534329664,0.834564634,1.234931582,0.291723141,0.024318098,0.140233316,4.573781888,1.042729497,1.663512665,4.345182256,0.176193982,0.819805895,0.055396792,0.614252623,0.388034821,0.076499657,0.104132734,0.032549116,0.001162205,0.011874089,0.418017832,0.082297896,-3.48E-05,3.38E-05
"Community food, housing, and other relief services, incl rehabilitation services",22888,1000,324754.6418,684.4993572,34.00738481,276.4639277,994.9706697,770.0157174,798.6818867,107.8342351,220.3477314,203.4354085,7.081702488,4.447861844,0.837030918,1.351266916,0.279985036,0.024327048,0.141230725,4.493524947,1.103465748,1.878767658,3.698730718,0.226087704,1.224162494,0.053936704,0.117304072,0.059762315,0.007191657,0.04176841,0.00540455,0.000315266,0.002861873,0.064975152,0.027101037,0.00010671,0.000210196
Child day care services,35494,1000,309155.4019,576.1554437,30.51168642,387.6817247,994.3488548,651.8785747,722.2784664,113.1058992,195.7903114,248.114184,6.089180036,3.895390477,0.748527485,1.051725949,0.249648436,0.022075152,0.121812537,3.91714035,0.912451003,1.734092804,3.291901054,0.191447286,0.82209671,0.049635325,0.035200815,0.024034737,0.004501382,0.004156476,0.001628369,6.82E-05,0.000811629,0.02288091,0.005138224,-8.32E-06,7.24E-05
Individual and family services,44327,1000,253313.7361,740.0118184,28.51328837,227.1341778,995.6592846,562.7789968,515.7421497,76.90350147,204.4639218,111.9934934,4.791547917,2.988307705,0.599187852,0.898473104,0.192960218,0.016771804,0.095847235,3.033936118,0.747996417,1.37004283,2.321739537,0.206736444,0.845218284,0.047802421,0.034538469,0.023159632,0.004600818,0.004284648,0.001627824,6.70E-05,0.000798556,0.021971342,0.005311269,0.000102063,0.000148548
Performing arts companies,11751,1000,163951.9209,548.5148052,86.23526147,355.0114542,989.7615208,584.4952953,412.1416027,49.3695836,141.6907558,15.67549885,3.968163048,2.37114811,0.546766864,0.790724499,0.166572613,0.013128502,0.07982246,2.47439545,0.643458491,1.14743198,1.844168204,0.151172846,0.79942936,0.025949563,0.117119198,0.045009155,0.050156883,0.007224771,0.011109343,0.000554117,0.003064929,0.065988741,0.022554923,0.000230804,0.000195997
Spectator sports,22577,1000,222594.3508,680.5270787,121.6069883,193.2597285,995.3937954,546.9755941,567.1462105,84.13513978,208.6356783,105.4638276,5.062889096,3.12164055,0.700211563,0.904363522,0.217649037,0.017517321,0.101507101,3.205965198,0.787943665,1.476852351,2.628041832,0.201578567,0.718131167,0.038278627,0.094199746,0.014254635,0.052412728,0.018294154,0.007448895,0.000172399,0.001616935,0.0439741,0.023619831,0.0001585,0.000151449
"Independent artists, writers, and performers",18893,1000,91628.60235,432.9119131,26.96844789,536.6265971,996.5069581,310.4713814,220.3749033,30.57061136,113.2268811,11.74385832,2.508231139,1.356879513,0.543957146,0.428210416,0.124414975,0.007565013,0.047204076,1.528792251,0.418156466,0.871527182,1.052688848,0.149687942,0.418581183,0.015741647,0.446337304,0.084308296,0.289482548,0.02318215,0.042717814,0.000596055,0.006050441,0.23050678,0.09134414,0.000346154,0.000167238
Promoters of performing arts and sports and agents for public figures,16887,1000,273620.5813,539.4309669,86.33274268,367.7524156,993.5161251,1199.465213,612.2630008,95.98434914,225.7109719,30.87150066,5.483363969,3.413928114,0.706196938,1.007895998,0.225798197,0.019639239,0.109905483,3.48732397,0.846649968,1.64808922,2.786622697,0.231418848,0.778974673,0.038249498,0.040739381,0.017275071,0.014832086,0.003971397,0.003530184,0.000127119,0.001003525,0.024087538,0.007312733,0.00012504,0.000141344
"Museums, historical sites, zoos, and parks",8188,1000,495630.933,650.9230174,51.17217379,294.3668881,996.4620793,1054.104249,1323.399678,110.8230545,235.0599322,49.85742271,10.14537572,6.432511442,1.169421213,1.899986741,0.408051136,0.033829363,0.201575825,6.506667147,1.538485663,2.021699007,6.225066697,0.228615566,1.601078619,0.068887747,0.19206478,0.113771601,0.02974771,0.031164583,0.012020186,0.000701776,0.004658925,0.124008944,0.029821722,6.76E-05,0.000171437
Fitness and recreational sports centers,14824,1000,566212.5179,559.8655512,74.58285706,358.2114328,992.6598411,1132.560484,1590.495453,127.8596951,229.122002,56.52460932,11.38430649,7.360443752,1.312913715,1.996804724,0.449107396,0.038618412,0.226418493,7.37669123,1.676837127,2.193529226,7.504618134,0.223540078,1.393005998,0.069584538,0.437517398,0.301366683,0.080897334,0.026976854,0.016765509,0.001327897,0.01018312,0.304478177,0.051659502,-0.000125137,4.35E-05
Bowling centers,2310,1000,791304.1716,500.5410658,110.5734712,384.140202,995.2547389,1561.791343,2519.074266,251.3608867,288.0710013,281.9907547,17.16877178,11.20008021,1.909809638,2.973508205,0.686101012,0.059720269,0.339552452,11.15618781,2.507184121,3.559461365,11.59674927,0.253887446,1.65555447,0.103076234,0.105253175,0.041306239,0.03904136,0.007508159,0.014225148,0.000304068,0.002868201,0.067069049,0.015624127,-0.000329475,1.24E-06
Amusement parks and arcades,66552,1000,393877.0846,591.9778098,66.78187846,336.490868,995.2505562,775.4859335,872.3985993,105.3681144,248.3219498,90.62895179,6.840999887,4.311488788,0.882931027,1.188115318,0.296134283,0.024329786,0.138000686,4.393393066,1.030698534,1.904277969,3.775114823,0.221174833,0.877658513,0.062765373,0.067072025,0.0264305,0.024845415,0.004753944,0.009029335,0.000193671,0.00181916,0.042775051,0.009924005,8.22E-05,9.76E-05
"Other amusement, gambling, and recreation industries",26449,1000,670828.5402,540.7287359,86.03784388,366.3643479,993.1309277,1349.860359,1309.056849,392.7564104,855.866253,989.897093,12.64394439,8.225727415,1.525325439,2.085909398,0.502932087,0.049989357,0.254060689,8.114315108,1.893559293,4.554788811,5.885416214,0.645894876,1.467624203,0.090189085,0.615122813,0.379127357,0.119169036,0.056898103,0.044647262,0.001554659,0.013726396,0.389159228,0.094047096,-0.000210783,0.000157681
"Hotels and motels, including casino hotels",83734,1000,559466.219,533.2364384,142.2600072,318.4549627,993.9514083,1059.733861,1551.76318,131.8813946,256.6078406,102.7417381,11.09822529,7.155996894,1.276853812,1.950379057,0.455913739,0.037991291,0.221090496,7.17326784,1.64650652,2.132857791,7.290679116,0.246366904,1.340565081,0.087735465,0.315710971,0.156531705,0.070605956,0.051014206,0.029204012,0.000797065,0.007558027,0.193093838,0.055663829,-9.45E-05,7.79E-05
Other accommodations,17930,1000,565240.0235,707.5752363,41.48157738,246.6120571,995.6688707,1030.45668,1471.179791,128.7459011,241.4862332,138.081241,10.63202042,6.804908604,1.282158571,1.847077312,0.449349015,0.036508932,0.212017985,6.873324749,1.573450215,2.093355182,6.909609612,0.233507785,1.312909472,0.082619701,0.214370646,0.081922531,0.084664207,0.011270248,0.030553289,0.000585456,0.005374915,0.135569245,0.032161007,-1.93E-05,6.52E-05
Food services and drinking places,470376,1000,580107.7826,618.2219537,95.31704562,281.1869697,994.725969,1203.506603,1340.398676,258.4720979,386.9569299,731.5713149,11.42596189,7.356622423,1.394259994,1.935980045,0.466122301,0.042673751,0.23030338,7.352972094,1.708700534,3.565685909,6.054239504,0.347727757,1.37171354,0.086572604,0.194146661,0.114888169,0.032778227,0.030098301,0.011644792,0.00056077,0.004176402,0.124118676,0.030079195,-8.22E-05,0.000126777
Car washes,8206,1000,568783.2907,503.9645478,64.98291387,426.2229138,995.1703755,975.8575477,1359.660124,107.5938058,244.2854173,29.26446489,9.76463098,6.203830416,1.213153291,1.723000712,0.398415842,0.034162872,0.192067847,6.264737651,1.472508258,1.843080913,6.339062234,0.230335599,1.264812219,0.087324274,0.308639252,0.096123218,0.149659965,0.026674042,0.028149684,0.001952386,0.006079956,0.158654251,0.067939313,4.71E-05,0.000145409
"Automotive repair and maintenance, except car washes",168170,1000,328242.5899,593.0421945,75.79859651,313.6051278,982.4459188,928.7861134,860.6560462,95.25927211,1294.745946,32.6579758,9.295729829,5.627458048,1.285609403,1.768606192,0.395952264,0.030852936,0.187250986,5.838285687,1.481867711,1.979613713,4.012287071,1.819964001,1.418278459,0.06555967,1.80535296,0.945490957,0.381908938,0.326887356,0.105603895,0.005791697,0.039670119,1.100199151,0.308152685,0.000437847,0.000381006
Electronic equipment repair and maintenance,32044,1000,190066.8102,622.2286994,38.31415997,335.0892388,995.6320982,476.7948924,535.3389233,50.96064122,140.6478237,14.34799422,4.499799551,2.812150701,0.545052035,0.864250282,0.174806566,0.014850832,0.088689134,2.843482252,0.706132192,1.050722672,2.509298158,0.150828869,0.746331946,0.042610212,0.064278677,0.025646895,0.01658815,0.018533497,0.002445857,0.00013212,0.000932157,0.033693252,0.013955463,8.77E-05,0.000150627
Commercial machinery repair and maintenance,34211,1000,263406.2658,591.1807086,35.9544374,367.5508837,994.6860297,679.8856963,681.7450953,80.03805463,284.5593301,22.67643931,6.265497994,3.92729021,0.784499795,1.153839262,0.25372711,0.021376473,0.124765144,3.967398333,0.980146049,1.651988125,3.187905411,0.326368442,1.047675232,0.05154872,0.725665729,0.436047235,0.116906437,0.116199329,0.038077459,0.002632675,0.015802595,0.445643095,0.123341308,0.000105606,0.000198757
Household goods repair and maintenance,29284,1000,306386.9344,526.1059405,53.70760645,414.5182237,994.3317707,1345.970268,933.217433,211.949853,3912.536251,48.06415288,22.57594699,11.01124343,6.13152004,3.361489351,1.523669809,0.064141363,0.483882999,13.10670397,4.1215949,10.94020372,4.274817916,4.033215503,3.237192465,0.088945291,15.40983019,6.41757331,5.302355716,2.054869421,1.252309851,0.039625572,0.343096321,8.544048995,3.02024423,0.00481164,0.002635847
Personal care services,38865,1000,283862.9971,494.9725543,46.12122872,455.2387921,996.3325751,610.7095351,853.7234146,70.87107489,172.7370249,22.48607505,6.184536573,3.968893588,0.697976955,1.132625617,0.242129023,0.020878551,0.12203284,3.982526278,0.926168682,1.196169208,3.981238649,0.183002988,0.779231831,0.044886188,0.008897869,0.005889546,0.000890349,0.00155404,0.000357756,2.17E-05,0.000184518,0.006131834,0.001072372,-2.61E-05,7.02E-05
Death care services,13953,1000,445053.8268,639.3325329,64.93232131,281.3815551,985.6464093,1108.643956,1066.773137,124.3558539,336.746991,36.918164,8.903424896,5.614344307,1.120757047,1.595912883,0.363156434,0.031641161,0.177613064,5.686804562,1.359366,2.338507577,4.827727455,0.338613312,1.31200186,0.086558269,0.024421505,0.015049797,0.003225035,0.004504724,0.001082631,7.45E-05,0.000484866,0.015627715,0.003792859,0.00010269,0.000182841
Drycleaning and laundry services,23465,1000,322633.9524,449.5710777,38.53590707,508.4596608,996.5666455,636.7171433,900.183033,72.09151787,1934.465352,26.7077077,9.080084578,5.523447762,1.299948729,1.699885948,0.349039067,0.030769107,0.176993965,5.728493076,1.426456169,1.18018976,4.190841256,2.870589177,0.789855662,0.048595265,2.881803123,1.518454024,0.612744904,0.577502505,0.108322611,0.009420545,0.055358533,1.729872375,0.503791102,0.000390236,0.000312142
Other personal services,52311,1000,219949.5059,399.4318345,45.48097469,550.6280969,995.5409061,570.2577806,539.5734178,60.28703254,182.2089392,21.55186157,4.986794857,3.067058769,0.608050889,0.999615504,0.196471355,0.016242774,0.099355567,3.135879934,0.794068801,1.279107051,2.47440655,0.193566256,0.999405791,0.040292993,0.044282628,0.025396711,0.010185199,0.004745256,0.002866173,0.000131653,0.000957637,0.028187532,0.006668721,0.000166934,0.000200443
Religious organizations,64380,1000,175749.0878,729.041684,28.0595272,226.2193766,983.3205878,548.574915,360.0639291,63.20824072,150.2251298,35.77810187,4.159491188,2.474837936,0.580809558,0.819230146,0.185267428,0.014065086,0.085281034,2.601482932,0.673964759,1.594992857,1.619149561,0.159221744,0.756618468,0.029497759,0.003591505,0.001928182,0.000743098,0.000605812,0.000221226,1.16E-05,8.16E-05,0.002305107,0.000556918,0.000256945,0.000200369
"Grantmaking, giving and social advocacy organizations",27608,1000,241863.8396,710.0130115,36.81274808,243.5748582,990.4006178,787.9267496,527.0559644,73.09263801,224.5250842,32.78871303,5.753547774,3.452034778,0.698733267,1.248810948,0.220409759,0.018485874,0.115073148,3.561538334,0.951726799,1.661448284,2.377489468,0.23644431,1.43329871,0.044824043,0.027490179,0.018833797,0.003804876,0.003005166,0.001265642,9.27E-05,0.000488001,0.017288439,0.004271973,0.000314831,0.000339366
"Civic, social, professional and similar organizations",63477,1000,397598.8893,657.5417894,52.70487403,281.874564,992.1212274,903.1410202,943.9890072,105.3385847,249.685061,85.65320813,7.9638181,4.995628201,0.940187263,1.526895105,0.315708201,0.026976453,0.158422877,5.064178526,1.232042122,1.917133872,4.358229877,0.250014245,1.377003117,0.061411898,0.093131587,0.048282907,0.019673048,0.015953477,0.006705435,0.000312507,0.002204212,0.058615306,0.014480841,0.000128853,0.000211
Private households,12516,1000,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Federal government enterprises,2970,1000,257029.8846,688.23014,12.64344799,258.0632342,958.9368221,472.3891311,508.2221486,66.78646572,135.0474736,148.6169124,4.178778645,2.629014276,0.541904369,0.724222345,0.184004977,0.014957459,0.08467522,2.683309193,0.628120626,1.008796459,2.365125164,0.120886056,0.638806596,0.045160978,0.173671363,0.057492189,0.072129576,0.013746705,0.024987338,0.000489086,0.004826469,0.105871856,0.028420798,5.67E-05,5.65E-05
